link,text,date,No_of_likes,No_of_comments
https://twitter.com/Kalingatv/status/1739201561165988026#m,Defence Minister Rajnath Singh and Lok Sabha Speaker Om Birla arrive in Haridwar; received by Uttarakhand Chief Minister Pushkar Singh Dhami #rajnathsingh #ombirla #pushkarsinghdhami,"Dec 25, 2023 · 8:28 AM UTC",1,0
https://twitter.com/RisingKashmir/status/1739201302759125311#m,"J&K #Congress leaders to meet Kharge, discuss #LokSabha election preparations @INCIndia @INCJammuKashmir https://risingkashmir.com/jk-congress-leaders-to-meet-kharge-discuss-lok-sabha-election-preparations-28145110-4fea-4b78-96e8-bab790887484","Dec 25, 2023 · 8:27 AM UTC",0,0
https://twitter.com/Josh99992/status/1739201278763536734#m,Please make it fast so that congress can get single digit seats in Lok Sabha,"Dec 25, 2023 · 8:27 AM UTC",0,0
https://twitter.com/sundheep088180/status/1739200987997618197#m,"Now, BJP is the Single largest Party in the South in terms of Lok Sabha MPs!","Dec 25, 2023 · 8:26 AM UTC",0,0
https://twitter.com/ABPNews/status/1739200642974109991#m,"WATCH | लोकसभा चुनाव को लेकर पंजाब का ओपिनियन पोल, किस पार्टी के साथ जाएगी जनता ? देखिए '12 से 2- पॉलिटिकल शो' @vivekstake के साथ https://abplive.com/live-tv #AbpCVoter #OponionPolls #Loksabha #Punjab","Dec 25, 2023 · 8:25 AM UTC",11,0
https://twitter.com/NainarBJP/status/1739187466857509318#m,திருநெல்வேலிசட்டமன்றத்திற்கு உட்பட்ட பகுதியில் மழை வெள்ளத்தால் பாதிக்கப்பட்ட மக்களோடு மக்களாக @BJP4India @BJP4TamilNadu,"Dec 25, 2023 · 7:32 AM UTC",721,12
https://twitter.com/vrij_mr/status/1739200537080496558#m,"New criminal law passed in Lok Sabha recently does take adultery, LGBTQ community and sexual crime against men into account. @arjunrammeghwal @MLJ_GoI @narendramodi What is stopping you to be inclusive.","Dec 25, 2023 · 8:24 AM UTC",0,0
https://twitter.com/sakshinews/status/1739200393295573127#m,‘దేశంలో మోదీకి ప్రత్యామ్నయ నేత ఎవరూ లేరు’ https://www.sakshi.com/telugu-news/politics/ajit-pawar-says-no-alternative-pm-modi-2024-lok-sabha-polls-1894850 #Alternative #AjitPawar #LokSabha,"Dec 25, 2023 · 8:24 AM UTC",0,0
https://twitter.com/DineshSingh0008/status/1739200071953236125#m,Congress ke purv rashtriy Adhyaksh Shrimati Sonia Gandhi MP Lok Sabha tatha Congress ke purv rashtriy Adhyaksh Rahul Gandhi MP Loksabha tatha Congress ke rashtriy mahasachiv Shrimati Priyanka Gandhi ko Christmas de ke avsar per Hardik Badhai aur shubhkamnaen tatha Sadar Pranam,"Dec 25, 2023 · 8:23 AM UTC",0,0
https://twitter.com/Loksabhael52086/status/1739200057982038413#m,Uttar Pradesh was a game changer.. Bjp was literally wiped out of up Gujrat extensive seat loss Also allies performed badly..,"Dec 25, 2023 · 8:23 AM UTC",2,0
https://twitter.com/SantoshPhalle/status/1739199897017159686#m,tumhari harkate hi aaisi hai..kabhi to dhang ka Kam Karo..na khud kuch karte ho na dusro ko karne dete ho..ye mirchi to tabhi lagi hai jab chunavi natije aaye aur janta ne latad diya tumhare dhongi pan ko. Aur hum firse latadenge loksabha main.,"Dec 25, 2023 · 8:22 AM UTC",0,0
https://twitter.com/htTweets/status/1739199888762851629#m,"#WATCH | ""NDA alliance will break before (Lok Sabha) elections,"" says #Karnataka Deputy CM #DKShivakumar on Union Minister #AnuragThakur's statement regarding the INDIA alliance (📹ANI)","Dec 25, 2023 · 8:22 AM UTC",10,0
https://twitter.com/Loksabhael52086/status/1739199724765508050#m,Congress is nothing but an extended regional party..its not a national party ..anymore..,"Dec 25, 2023 · 8:21 AM UTC",0,0
https://twitter.com/A_G951/status/1739199341536129293#m,When a party has nothing to lose party becomes dangerous that's why i think Congress is a dangerous party they can spring a surprise in Loksabha election. Surprise means close to 80 seats.,"Dec 25, 2023 · 8:20 AM UTC",0,2
https://twitter.com/Arijitgupta97/status/1739199090582552847#m,1 lakh loker sabha toke flop mone hoy tahole tui to uneducated manus re..tor vat de sabhar theke anek beshi lok hoyeche r panchayat er sathe loksabha compare koris gandu,"Dec 25, 2023 · 8:19 AM UTC",0,0
https://twitter.com/NewsMobileIndia/status/1739199033535799493#m,Defence Minister Rajnath Singh and Lok Sabha Speaker Om Birla arrive in Haridwar; received by Uttarakhand Chief Minister Pushkar Singh Dhami #rajnathsingh #ombirla #pushkarsinghdhami,"Dec 25, 2023 · 8:18 AM UTC",1,0
https://twitter.com/SrinivasRangan6/status/1739198896851812501#m,Milk rates increased by KMF to support the farmers But looks like the farmers are getting far less than what they received in BJP govt Congress and its activist only agenda is to collect funds for Loksabha,"Dec 25, 2023 · 8:18 AM UTC",1,1
https://twitter.com/kidoctcr/status/1739198582681702746#m,"despite all these, you will not get nominated for a Loksabha or Assembly seat","Dec 25, 2023 · 8:17 AM UTC",0,0
https://twitter.com/basantpandabjp/status/1739198415026966640#m,"भारतीय राजनीति के शिखर पुरुष, करोड़ों भाजपा कार्यकर्ताओं के प्रेरणास्रोत और हमारे पथ प्रदर्शक पूर्व प्रधानमंत्री 'भारत रत्न' श्रद्धेय अटल बिहारी वाजपेयी जी की जयंती पर कोटि-कोटि नमन।","Dec 25, 2023 · 8:16 AM UTC",1,0
https://twitter.com/NewsInTweetsIn/status/1739198094124654872#m,Where and how well will INDIA bloc perform on Lok Sabha chessboard? https://www.indiatoday.in/diu/story/where-and-how-well-will-the-india-bloc-perform-on-lok-sabha-chessboard-2478002-2023-12-19?utm_source=rss #NewsInTweetsIndia #NewsInTweetsIn #NewsInTweets,"Dec 25, 2023 · 8:15 AM UTC",0,0
https://twitter.com/BellamSwathi/status/1739188501906940172#m,"Total number of times MMS won his own lok sabha seat - ZERO Hence He was just a ramu kaka of Gandys Modi has lost an election, has won two general elections with highest number of MPs in last 40 years and has highest approval ratings amongst all the world leaders Hence he is the strongest PM","Dec 25, 2023 · 7:37 AM UTC",119,16
https://twitter.com/VihaanRao296733/status/1739197775802257437#m,Well said . I am rahe to see impact of @annamalai_k anna in lok sabha 2024 election How much Bjp vote share will increase !,"Dec 25, 2023 · 8:13 AM UTC",0,0
https://twitter.com/RajNair40740947/status/1739197755107782753#m,"My dear,many are not opting for free electricity because the terms and conditions are stringent. Karnataka is getting ruined. Loksabha polls will reverse the situation","Dec 25, 2023 · 8:13 AM UTC",0,1
https://twitter.com/ABPNews/status/1739182029848342880#m,"WATCH | सुशील मोदी का नीतीश कुमार पर वार, 'नीतीश को मीडिया से दूर रख रही JDU' देखिए '12 से 2- पॉलिटिकल शो' @vivekstake के साथ https://abplive.com/live-tv | @ReporterAnkitG #AbpCVoter #OponionPolls #Loksabha #Bihar","Dec 25, 2023 · 7:11 AM UTC",8,0
https://twitter.com/DhrubanarayanB/status/1739196996869853518#m,Excellent post @Gargac da 👍 Etodwara janai je - JAMINI ROY moshai er jamata bongosontan PRASHANTA KUMAR GHOSH Ranchi (Bengal / Bhr & Orsa united province / Bihar & now #JhaDkhand / #ঝাড়খণ্ড nor #JhaRkhand / #ঝারখণ্ড) Lok Sabha constituency'r hatrick MP (1962 to 1977) chiln 🙏🌹,"Dec 25, 2023 · 8:10 AM UTC",1,0
https://twitter.com/NewsMobileIndia/status/1739196846206238743#m,"#WATCH | On Union Minister Anurag Thakur's statement regarding the INDIA alliance, Karnataka Deputy CM DK Shivakumar says ""NDA alliance will break before (Lok Sabha) elections...""","Dec 25, 2023 · 8:10 AM UTC",0,0
https://twitter.com/BjpAvneesh/status/1739196729554288691#m,Over 9500 Jan Aushadi Centers set up since launch of scheme in 2008: Union Health Minister Mansukh Mandaviya in Lok Sabha https://www.etvbharat.com/english/state/delhi/over-9500-jan-aushadi-centers-set-up-since-launch-of-scheme-in-2008-union-health-minister-mansukh-mandaviya-in-lok-sabha/na20230721162546596596433 via NaMo App,"Dec 25, 2023 · 8:09 AM UTC",0,0
https://twitter.com/mpostdigital/status/1739188695750881481#m,"PM Modi, President Murmu pay tributes to Atal Bihari Vajpayee on his 99th birth anniversary #BharatRatna #AtalBihariVajpayeeJi #AtalBihariVajpayeeJi #BirthAnniversary #भारतरत्न #PMModi #DroupadiMurmu #SadaivAtal #Delhi #BJP #presidentmurmu #सदैव_अटल #GoodGovernanceDay #loksabha","Dec 25, 2023 · 7:37 AM UTC",2,0
https://twitter.com/htTweets/status/1739193623852241187#m,#InPics | Defence Minister @rajnathsingh and Lok Sabha Speaker @ombirlakota arrive in Haridwar; received by #Uttarakhand Chief Minister @pushkardhami 📷ANI,"Dec 25, 2023 · 7:57 AM UTC",24,0
https://twitter.com/ABPNews/status/1739178201849778369#m,WATCH | ओपिनियन पोल पर यूपी बीजेपी का बयान मोदी के आगे कोई गठबंधन नहीं चलेगा- बीजेपी देखिए '12 से 2- पॉलिटिकल शो' @vivekstake के साथ https://abplive.com/live-tv #AbpCVoter #OponionPolls #Loksabha #UttarPradesh,"Dec 25, 2023 · 6:56 AM UTC",37,3
https://twitter.com/Hit_hindishorts/status/1739195979054887387#m,बिहार में सियासी अटकलें तेज.. https://hittv.in/p/3FD30DD2136126 #jdu #meeting #delhi #loksabha #election,"Dec 25, 2023 · 8:06 AM UTC",0,0
https://twitter.com/BJP4JnK/status/1738587046959087847#m,MP Lok Sabha Sh. @mpjugalkishore participated in #ViksitBharatSankalpYatra at Nagrota in Jammu North .,"Dec 23, 2023 · 3:47 PM UTC",27,0
https://twitter.com/IndoPacific92/status/1738719457571143760#m,Delhi wala bote BJP in Lok Sabha. And it’s no major loss if BJP doesn’t win assembly. Delhi CM is basically chaprasi.,"Dec 24, 2023 · 12:33 AM UTC",2,0
https://twitter.com/ABPNews/status/1739188656735428646#m,"WATCH | लोकसभा चुनाव को लेकर पश्चिम बंगाल का ओपिनियन पोल, BJP को मिलीं चौंकाने वाली सीटें देखिए '12 से 2- पॉलिटिकल शो' @vivekstake के साथ https://abplive.com/live-tv #AbpCVoter #OponionPolls #Loksabha #WestBengal","Dec 25, 2023 · 7:37 AM UTC",37,6
https://twitter.com/Pawar_Speks1/status/1739195083495538795#m,Lok Sabha Election Opinion Poll 2024 लोकसभा 2024 च्या निवडणुकीत महाराष्ट्रात महायुतीला मोठा फटका बसण्याची शक्यता आहे. सी व्होटरच्या ओपिनियन पोलनुसार महायुतीला 19 ते 21 जागा मिळण्याची शक्यता आहे.  तर महाविकास आघाडीच्या पारड्यात 26 ते 28 जागा पडण्याचा अंदाज आहे.,"Dec 25, 2023 · 8:03 AM UTC",1,0
https://twitter.com/MsArtsz/status/1739195056333197518#m,There are high chances of Congress winning the uttar kannada Loksabha constituency in upcoming elections. Uk District has elected 5 Congress MLA out of 7 seats & 2 seats bjp has won with a very narrow margin. There are rumours that bjp mla shivaram hebbar is going to join inc,"Dec 25, 2023 · 8:03 AM UTC",4,2
https://twitter.com/thehindupatrika/status/1739194331494232417#m,"Nifty may log 17% gains in Lok Sabha election yr; levels of 24,000 likely in 2024 - @thenileshdesai - https://bit.ly/41EQ2bY #TheHinduPatrika #Latest #News","Dec 25, 2023 · 8:00 AM UTC",0,0
https://twitter.com/abntelugutv/status/1739194268391223487#m,టార్గెట్‌ 45 సీట్లు..! దక్షిణాదిలో లోక్‌సభ స్థానాలపై కాంగ్రెస్‌ గురి!! || Congress targets Lok Sabha #loksabha #congress #loksabhaseats #ts #kerala #tamilnadu #abnnews,"Dec 25, 2023 · 8:00 AM UTC",14,0
https://twitter.com/suhas_gangawane/status/1739194091047670157#m,Vinamra shastri ji Om sai ram aache jagruti kar rahe ho evidence ke sath God bless you whatsup or call no 9021295833vanchit bahujan aagadi taluka karjat district ahmednagar Maharashtra India aap please loksabha election ladhaye esime aapki bhalahi hai,"Dec 25, 2023 · 7:59 AM UTC",0,0
https://twitter.com/sanchitinhurry/status/1739194017177641137#m,BRS IS playing do or die game for loksabha elections,"Dec 25, 2023 · 7:59 AM UTC",0,0
https://twitter.com/BjpAvneesh/status/1739193126835855725#m,Policy continuity as BJP likely to retain power in 2024 Lok Sabha elections: Fitch Ratings https://indianexpress.com/article/business/economy/policy-continuity-as-bjp-likely-to-retain-power-in-2024-lok-sabha-elections-fitch-ratings-9065682/ via NaMo App,"Dec 25, 2023 · 7:55 AM UTC",0,0
https://twitter.com/HebbarSubraya1/status/1739143148742574211#m,Please watch and keep sharing till 2024 Loksabha elections 🙏 #ModiAgainIn2024 #LokSabhaElections2024 #Modiji4Nation,"Dec 25, 2023 · 4:36 AM UTC",3,0
https://twitter.com/UPkesari/status/1739192655190393330#m,"लोकसभा चुनाव 2024 (Lok Sabha Election 2024) में अभी करीब चार महीने का वक्त बाकी है। कांग्रेस पार्टी सभी पार्टियों को एक कर भाजपा को चुनाव में हराने की रणनीति बना रही है लेकिन उसके ही नेता ऐसे बयान दें रहे है जिससे जिससे गठबंधन को लेकर सवाल उठ रहे है। दरअसल, कांग्रेस नेता आचार्य प्रमोद कृष्णम ने इंडिया गठबंधन को लेकर बड़ा बयान दिया है। उन्होंने संभल जिले में एक निजी कार्यक्रम में कहा कि अखिलेश यादव इंडिया गठबंधन का हिस्सा नहीं है। नेता ने बातचीत के दौरान कहा कि अखिलेश यादव की दुकान बंद चुकी है। ईडी और सीबीआई से डरकर ढोल बजा रहे हैं। उन्होंने कहा कि मोदी जी बीजेपी के पीएम नहीं मोदी जी हमारे भी पीएम है। #samabhal @samajwadiparty @yadavakhilesh @INCIndia @RahulGandhi @BJP4UP","Dec 25, 2023 · 7:53 AM UTC",0,0
