,User,Tweet
5520,SMedia4,"#ModiVsPakistan + MahaGatbandhan is the story of #LokSabhaElections2019 
Both MGB and Pakistan favor Rahul as PM. Need we say more?"
5521,_Country_First,"#LokSabhaElections2019

Main agenda in 2019 Election is :
Country First or Religion First ??

Those who prefer ""Country first"" are supporting Narendra Modi.
And those who prefering ""a party who is suppoting some particular religion"" - are supporting Rahul Gandhi/Mahagathbandhan."
5522,NishuLohiya06,"I want to request #ElectionCommission as the date r announce 4 #LokSabhaElections2019 now #EC should take down #modi posters from all petrol ⛽ pumps
As this is against election nomes.
@INCIndia @RahulGandhi @IYC @nsui @JhaSanjay @ajaymaken @SachinPilot #Congress #JeetHogiSachKi"
5523,varunsri2210,Politics is a serious affair..So to balance it out God made Rahul Gandhi..But wait God also made people who will vote for him!!! #PhirEkBaarModiSarkar #LokSabhaElections2019
5524,buddyofall,@RahulGandhi #LokSabhaElections2019 Please have alliances with all to defeat BJP
5525,dnsunita4853,"There was a time when Rahul insulted Dr.Manmohan Singh publicly. Entire world witnessed his insolent behaviour. Now, he&amp;his entire clan along with Cong r entreating him for survival.God's ways r mysterious but clear&amp;sure.#BJP #ZN #aajtak #ABP"
5526,itsSurajit,"@cryptokanoon @narendramodi @RahulGandhi ,@cryptokanoon  Modi will be defeated in this coming #LokSabhaElections2019"
5527,pkm1999,"@ashoswai @bainjal Whatsoever be the number crunching , it seems Dr .MMS will be again the consensus PM candidate for UPA III ... CM Bengal has to support his candidature &amp; #RahulGandhi    will play the role of Extra Constitutional Authority ( like Sonia Gandhi during UPA II ) ...."
5528,nirmalya_gupta,"@RahulGandhi So Mr. Gandhi, you mean to say that if you become Prime Minister and a similar hijack happens again, you will let 176 passengers die? Thank you, for your elections manifesto. #RahulGandhi #RahulGandhiForPM #RahulGandhiLieChallenge #INC #CongressParty"
5529,nikz_0211,"Election Strategy of All opposition parties for #LokSabhaElections2019

1st Phase - Give bad words to Modi
2nd Phase - Give bad words to EVM Machine.
@narendramodi @BJP4India
@gaurav_oswal @harshil_shah89
@PratikOswal6 @KharadeVivek @INCIndia @ZeeNews @RahulGandhi @ArvindKejriwal"
5530,anil_pandey12,"Champions are made from something they have deep inside of them-a desire, a dream, a vision.-- Mahatma Gandhi

#LokSabhaElections2019 #PhirEkBaarModiSarkar #ElectionWar2019"
5531,gauagg,"My Predictions for #LokSabhaElections2019
BJP+ - 380-410 seats
@RahulGandhi and Sonia Gandhi will loose #Amethi &amp; #RaeBareilly seats respectively
#PhirEkBaarModiSarkar"
5532,zaidchattha,"Who will be the next PM of India?
@narendramodi vs @RahulGandhi 
#Modi #RahulGandhi #IndiaElects #IndiaElections2019 #india #Polls2019"
5533,SheikhShahzad,@DaphneDawson18 @RahulGandhi Bad of #BJP And #Modi
5534,umakantsingh_IN,"Modi's inaction wrt Pakistan to really trouble him in elections, as truth can't be hidden in high drama of TV studios and streets, same as Rahul Gandhi being questioned on Navjot Singh Siddhu!#PhirEkBaarModiSarkar #Elections2019 #ElectionCommission #LokSabhaElections2019"
5535,Priyank69620295,"Dear Nationalists, We betrayed ABV in 2004 and suffered for 10 long years of corrupt congress Govt... do not commit same mistake in 2019, India will prosper without fake gandhi and congress. Vote for Modi...
#PhirEkBaarModiSarkar 
#LokSabhaElections2019 #ElectionCommission"
5536,Priyank69620295,"In 2014, Rahul Gandhi's age was 44 years

In 2014 Lok Sabha Elections, Congress party won 44 seats

Now he is 48 years old

But let's make sure that Congress party's seats will be equal to that of Rahul Gandhi's IQ
#PhirEkBaarModiSarkar
#LokSabhaElections2019 
#ElectionCommission"
5537,FunctionalSofia,"@RAUF785578 @RahulGandhi @IYC #BJP has given a new birth and face of india, never the common people felt so connected with govt, and India can't a rule of dynasty, Akbar age is gone. The party who looted for yrs telling some else chor pls do focus on clean image, blaming others will hide ur crimes"
5538,niki_delhi1416,"@RahulGandhi Rahul, you are the primary reason of BJP's popularity. Wish you had some brain. 🤦‍♀️ joker of the country. May God bless you.
#corruptcongress #LokSabhaElections2019 
#RahulGandhiPagalHai"
5539,FunctionalSofia,"@RAUF785578 @RahulGandhi @IYC I feel all best #constitution #amendment came in last 2 yrs, judicial process become transparent and fasttracker, new court are opened. So guys good work need #propaganda and huge list of pending work as well of #BJP in 2019"
5540,MKG_II_0,"@Ashwani61691839 @narendramodi @BJP4India @INCIndia @RahulGandhi I predict 300+ seats alone for BJP and overall 350+ may be close to 400 for NDA. Clean sweep for BJP and extinction of Congress and many regional parties in #LokSabhaElections2019

#PhirEkBaarModiSarkar
#ModiHainTohMumkinHain"
5541,FunctionalSofia,"@RAUF785578 @RahulGandhi @IYC When #BJP was not iterating unpatriotic, when replied then dead body missing and when decided to iterate why not asked all party support, I feel like #INC if #BJP tried to do some middlemanship then our armed forces will demotivated"
5542,LoveneetJ,@RahulGandhi #RAHULGAndhi he is grandson of great indira Gandhi jisne Pakistan k two parts kr diye
5543,Nagapra56928244,"@siddaramaiah @RahulGandhi @narendramodi @INCKarnataka Sir if you need Democracy to win then you have to vote #BJP. 

what will you plan ?

Whether #Democracy or #Autocracy

#Modionceagain2019"
5544,vibhabhalla16,@TimesNow @RahulGandhi @navikakumar Common navika! There is no question of alternative... only #BJP sarkaar! I can’t imagine anyone else’s on the PM seat... only #Modi ji
5545,bhavinhjoshi,"If you vote for Rahul Rajeev Khan aka #RahulGandhi, he will take a vacation for six months, twice a year!! #Elections2019 #ElectionWar2019 #ElectionCommission #Election2019"
5546,amitkumarz,Opposition has to field Priyanka Gandhi from Varanasi to counter this Jingoism #LokSabhaElections2019
5547,cheeku75,@INCIndia #RafaleScam do you have the proof? @RahulGandhi gives out 3 figures in one speech! Please don’t talk about proofs! #ModiAgain #BJP
5548,YouPolitical4,"The Fight Between PM Modi and Rahul Choose Your Next PM . #PhirEkBaarModiSarkar

After #LokSabhaElections2019 Date release Choose Your Next PM between Rahul and PM Modi by Opinion Poll👆👆👆."
5549,avinash_b01,"The TimesNow poll shows importance of various factors for the voters
Ram Mandir - 14%
Cow Protection - 4%
Jobs - 42%
If BJP goes by opinion of Twitters Right wingers &amp; focuses only on Ram Mandir+ Cow Protection it will end up making Rahul Gandhi the PM :p
#LokSabhaElections2019"
5550,_karantrivedi_,Rahul gandhi will lose not because of his inability but due to his disrespectful language for the prime minister !!!! #ElectionCommission #Elections2019 #NarendraModi #RahulGandhi #pathankot
5551,karthiktvm1990,"#ElectionCommission announced the dates, 
So Congress party pls.give the temple run schedule of your election hindu Rahul Ji.
#May23WithArnab 
#NationFirst 
#PhirEkBaarModiSarkar 
#LokSabhaElections2019"
5552,mesushovan,"#PhirEkBaarModiSarkar means: NDA = Modi

So, can BJP afford to allege: @INCIndia = Gandhi Family? 

@priyankagandhi and @RahulGandhi must ask. 

If the Govt in Centre means just a person, why hold #LokSabhaElections2019 by wasting so much of money in a democracy which is federal?"
5553,frank_donk,"2014 elections were a disguise   vikas absconding . Every promise made turned out to be fake . Rss agenda was in the forefront . Will india repel this agenda . Will india go for sarwarkar or will go for gandhi or  may be for comrade bhagat singh.
#LokSabhaElections2019"
5554,Chutkla,"Modi Haters.....😡😡😡😡

Reporter : Will you give vote to Congress?
Modi Haters : Yes👍👍👍😀😀

Reporter : You mean you will vote for Rahul as PM???
Modi Haters : ....🤔🤔🤔🤔.....No😣😣

#LokSabhaElections2019
#Modi2019Wave
#ElectionCommission"
5555,arungovi2468,"@siddaramaiah @INCKarnataka sir, vidhanasabha election alli hege yedyurappa beda antha decide madidhvo, same lokasabhe ge rahul gandhi beda antha decide madiddivi. we youths are not blind, we choose person not party.

cant imagine how rahul gandhi will  lead nation.

NAMO again #LokSabhaElections2019"
5556,gopalprasad88,"@RahulGandhi Mister Gandhi, r u doing pitty politics on what happened in Kandahar hijacked. Stay way from national disaster from politics. #stayback #RahulGandhi"
5557,twittingbhau,"@RahulGandhi Sir, 

Wrong tweet at wrong time. As usual!

But, Keep it up! 
We must help #Modi ji &amp; #BJP for victory in #Elections2019."
5558,Antevasin10,"@BJP4India U have to counter every lie by this @RahulGandhi; there are many foolish South Indians who still root for Congress &amp; hate Modi, as if he destroyed their families. These fools need to be told about what #BJP is doing and what kind of lies this Gandhi guy peddle @muglikar_"
5559,ElectionsnIndia,"#LokSabhaElections2019 

Hardik  Patel will join Congress on 12th March 2019 in presence Rahul Gandhi and other seniors leaders."
5560,Nemomemanet,"@RahulGandhi Mr. Rahul,
Will you please tell the137 crore Indian people that Nehru was the dealmaker behind partition, Kashmir issue and Chinese aggression?
Sir, do politics that's your family business, but stop showing your DARK REALITY and IQ level #Congress #LokSabhaElections2019"
5561,kovaiashokkumar,@RahulGandhi PM Modi will not. He will go to any extent to retain his seat. But people will answer in #LokSabhaElections2019
5562,DharmendrDamoh,"Prediction:-
Indira Gandhi Era will be repeated, 
By PM Modi or Opposition?
'We the People' will decide 
from April 11 to May 19.
Results - May 23 ✋✋🌷🌷
#LokSabhaElections2019"
5563,ishan_putra,@CNNnews18 @narendramodi @RahulGandhi Yes right Rahul..you bend your back for terror! #rahulgandhi
5564,mantavyanews,"Former PM&amp;JD(S) leader HD Deve Gowda: #Loksabhaelections2019 polling to be held in Karnataka in two phases on 18&amp;23 April. The finalisation on seat-sharing by Congress&amp;JD(S) not yet settled. But after the notification, I think Rahul Gandhi will finalise within 2-3 days."
5565,moronhumor,"Ok, now that #ElectionCommission has announced their dates, waiting for Shri @RahulGandhi ji to announce dates for Digvijay Singh, Manishankar Aiyyar, Sanjay Nirupam, Siddharamiah and others to make their comments on Shri Narendra Modi ji. #LokSabhaElections2019"
5566,sadiq_zaf,"No, #LokSabhaElections2019 is not between Rahul Gandhi and Narendra Modi, it's between 'We The People' and a regime built on false promises, hate and bigotry."
5567,sumit138,"Let's have first opinion poll right here on Twitter.
Narendra Modi or Rahul Gandhi?
RT for max coverage
#LokSabhaElections2019
#PhirEkBaarModiSarkar
#ElectionCommission"
5568,Bhartyeah,"@rahulkanwal You don't need to prove that you are a Bhakt!!!. As a journalist is it too much to expect you to be un biased and not taking sides!!! 

Bhakt Rahul Kanwal - 100 Marks 
Journalist Rahul Kanwal - Fail.

#LokSabhaElections2019 #electioncommission #GodiMedia"
5569,KKarthik589,@rajakumaari @shan_dir @RahulGandhi @mkstalin @MamataOfficial @ArvindKejriwal @ncbn @KTRTRS @vijayanpinarayi @piraikannan @NicheBrain @Mark2kali @Sivaram_Journo @Vignesh_twitz @The_Abinesh @mahajournalist @idumbaikarthi @kavitha129 @kavithamurali @lakhinathan @Ahmedshabbir20 @savukku Heard lot of biggies involved in this case.. Top #ADMK and #BJP functionaries too..
5570,Amjad_Sangram,"@DeeptiSachdeva_ According to@DeeptiSachdeva_
Against Modi who.........................?
And the Answer is @RahulGandhi .
#LokSabhaElections2019"
5571,sarcasmbaba1,Rahul Gandhi’s Bangkok trip dates announced. He will travel on May 24th. #ElectionCommission #LokSabhaElections2019
5572,Yasir_bangalore,"@dineshgrao @siddaramaiah @PCvishnunadh It's positive sign, 
the people of dakshina Kannada will be with Congress, 
 as BJP MP elected from there did nothing other the spreading communal hatred

#rahulgandhi

@INCKarnataka @INCIndia @RahulGandhi @srinivasiyc"
5573,Imamol97,"In other news, Rahul Gandhi to claim moral victory on May, 23. 
#LokSabhaElections2019"
5574,inilabh,"@RahulGandhi They released them to protect 200 indians on board but your four father's released dozens to Terrorists to safeguard their family members (Saifuddin Soz's Daughter Nadia, Mufti Mohammad Sayeed Rubaiya Sayeed) #INC #Rahulgandhi #Pappu"
5575,Gracious_Gouri,"23rd May, 2019 will be HISTORIC VICTORY for India ;

Good Bye to Rahul Gandhi 

Congratulations to Narendra Modi PM of India again ✌️🇮🇳💪

#ElectionCommission 
#LokSabhaElections2019"
5576,presysr,"#LokSabhaElections2019 to be held in 7 phases:

Phase 1- April 11- Date of polling.
Phase 2- April 18
 Phase 3 - April 23
Phase 4-April 29
 Phase 5- May 6
Phase6- May 12
Phase 7- May 19

#Counting to begin on May 23. 

@RahulGandhi @GAMIR_INC @INCIndia @INCJammuKashmir"
5577,Getreal1991,"BJP &amp; its allies r going to win the next general elections comfortably.
To put icing on the cake it might even win with Electorical surgical strike by winning with lad slide..
Rahul pappu gandhi and your slaves within congress duck for cover mate.  #LokSabhaElections2019"
5578,ankitbjoshi,"@RahulGandhi Yes, it was BJP, because of situation and life of innocent passengers were more important.
Today same  #BJP destroyed terrorist camps in enemy's country
Why @INCIndia didn't responded to 26/11or other terrorists  attack?
Ans. is #CongressPakistanBhaiBhai #CongressPakistanUnited"
5579,WeForNews,"AICC General Secretary KC Venugopal says he will not contest elections this time as he has been given the responsibility by party President Rahul Gandhi and he has to be in Delhi 

#LokSabhaElections2019"
5580,umakantsingh_IN,"Rahul Gandhi admitting truely, not only no full stops on terrorism in India, but all unabated terrorism in world could be results of unclear policies of both BJP and Congress parties, their compromised ways, self-serving ways!  Kandahar #ElectionCommission #LokSabhaElections2019"
5581,AsadAlviPTI,"@AliHZaidiPTI Agree with you 
Our cause is to maintain the peace in the region and #BJP focus is #GE2019 only.
Artificial @narendramodi sarkar is going to die forever. @RahulGandhi already exposed him."
5582,AayeshaAnamika,@RahulGandhi @INCIndia U WL get a befitting reply from @BJP4India @BJPLive @narendramodi @PMOIndia soon 😄 #BJP wants #India to keep hearing what stupidity u talk n then they reply making u regret Everytime u doubt them .. they make kachra of u Rahul ...
5583,Anilchandhok,@RAC7R @RahulGandhi @INCIndia Why #BJP freed him from #Boston airport?
5584,tinkuhaweli,"Dear @RahulGandhi , @ArvindKejriwal @yadavakhilesh @Mayawati Boycott Modi Media ...
Plz Don't send your spokespersons on Debates .........
@abhisar_sharma 
#ElectionCommission 
#SurfExcel 
#LokSabhaElections2019 
#SundayEYE"
